,text,label
778,KJJ660矿用隔爆兼本安型千兆环网交换机系统是针对煤矿无线通信需求和特定环境应用开发的通信系统。技术成熟稳定，核心网采用软交换技术，支持后续产品平滑升级，有效保障投资价值。系统完全支持无线蜂窝覆盖通信，能够灵活扩容，满足大矿区大容量通信需求，可通过中继与有线通信网络连网。,工业自动化
779,大数据、区块链、供应链管理,工业软件与平台
780,SRS210D紧凑机身，独特运动范围双封油结构，产品高密封性，经久耐用强劲型手腕，高扭矩设计，可实现高速、高负载、高效作业精准定位，工作性能稳定可靠网络化控制系统，具有丰富的外部接口及扩展能力，易于集成。支持配套各类应用软件包,智能装备
781,H3C S5120S-EI系列IPv6智能弹性交换机H3C S5120S-EI系列交换机是H3C公司自主开发的全千兆以太网交换机产品，具备丰富的业务特性，广泛应用于企业网和园区网的接入。并支持创新的IRF2（智能弹性架构）技术，用户可以将多台S5120S-EI交换机连接形成一个逻辑上的独立实体，从而为用户构建高性能、易管理、易扩展、低成本的千兆到桌面的解决方案，是千兆接入的理想选。,工业自动化
782,S6720-SI系列多速率交换机S6720-SI系列交换机是华为开发的新一代多速率盒式交换机，可用于高速率无线设备接入、数据中心万兆服务器接入、园区网的接入或汇聚等应用场景。,工业自动化
783,数字化采购、MRO，SRM,工业软件与平台
784,物联网应用安全控制系统迪普科技物联网应用安全控制系统DAC（Device Application Controller）通过主动扫描、被动监听和手工设置等手段，采集前端设备的IP、MAC、指纹等属性信息，并生成资产库，基于资产库实现对前端接入设备的准入控制和运行状态监测。同时，该系统内置视频监控、MAC嗅探、RFID等业务协议特征库，并支持手动扩展，基于协议白名单技术对前端设备的接入行为进行识别和管控，实现只允许授信业务流量接入，实时阻断非法渗透、非法扫描、DDoS攻击等入侵行为，帮助用户构建一张全程可控的物联网。,安全
785,激光打标机激光打标是用激光束在各种不同的物质表面打上永久的标记。打标的效应是通过表层物质的蒸发露出深层物质，或者是通过光能导致表层物质的化学物理变化而“刻”出很近，或者是通过光能烧掉部分物质，显出所需刻蚀的图案、文字。打标机使用行业广泛，可以在电子、仪表、通讯器材、包装、饮料、电池、卫生洁具、机械制造、汽车配件、首饰、钟表、医疗器械、眼镜、五金工具、电子元器件，塑胶按键，集成电路，电工电器，手机通讯，塑料打标，切割，流水线服装，布料，轮胎表面打标，还适应于陶瓷彩色贴纸打标，玻璃表面打标。,智能装备
786,PPC-3060SPPC-3060S是一款高性价比的6.5寸 TFT SVGA 超薄液晶工业平板电脑，搭载Intel Celeron N2807 1.58GHz 处理器，紧凑的无风扇嵌入式系统可提供高性能计算。具有高耐久性的设计，前面板防护等级IP65，5线电阻式触摸屏。支持2个串行端口，3个USB端口和2个千兆网口来满足各种工业应用。,工业自动化
787,SOM-6898第七代Intel Core i7/i5/i3/Celeron，集成PCH-LP支持双通道DDR4 2133 SODIMM，最高可达32GB集成GFx支持HEVC、VP8、VP9硬件转码支持灵活配置多达8路PCI Express支持iManager、WISE-PaaS/RMM和嵌入式软件API,工业自动化
788,ZXR10 5950-H系列全千兆智能路由交换机ZXR10 5950-H 系列全千兆智能路由交换机是中兴通讯针对企业用户推出的三层全千兆路由盒式交换机。它提供高密度千兆接入和万兆上行接口，具备全面的二层交换和三层路由能力，支持丰富的安全和可靠性机制，同时支持40G带宽交换机集群技术VSC和以太网供电，可广泛应用于园区网汇聚接入，IDC千兆接入等多种场景，能为各类企业用户提供高带宽可靠的解决方案。,工业自动化
789,"时间戳服务器时间戳服务器是保障时间真实权威性的专用应用安全设备，为应用系统提供时间戳签发、验证及解析等功能，时间戳服务器将硬件密码设备、PKI技术、可信时间同步、组件技术等技术结合，对外提供精确可信的时间戳服务,保证了网上行为中发生事件的时间的不可否认性。",安全
790,大量程检重机大量程检重机,智能装备
791,"故障电弧探测器故障电弧探测器可实现监测电力线路中的故障电弧,检测线路中因线路老化、绝缘皮破损引|起的并联故障电弧和因线路接触不良等情况弓|起的串联故障电弧。",智能装备
792,H3C GR1100-P企业级千兆路由器H3C GR1100-P产品是H3C推出的新一代高性能企业级路由器，采用全新硬件架构、具备丰富的软件功能、支持全面的安全策略。定位于以太网/光纤/xDSL接入的中小商业市场（SMB），可部署于百人以下的商业用户，如写字楼、沿街、小办事处等网络环境。全新的硬件架构，全千兆高速上网体验* 采用全新的硬件架构，专业的双核网络处理器，主频高达600MHz。* 支持1个千兆WAN口，4个千兆LAN口。* LAN口支持PoE供电功能，可以方便扩展无线AP产品。企业级IPSec VPN功能* 支持IPSec VPN，通过简单的WEB配置实现端到端安全的VPN连接，支持多种加密算法，是分支节点理想的接入设备。支持快速扩展无线AP* 内置无线AC功能，支持对H3C Mini系列无线AP的统一管理。* AP零配置，即插即用。智能的流量管理* 通过基于IP的网络流量限速机制和NAT表项限制机制，可以有效控制BT/迅雷等P2P软件对网络带宽的过度占用。* 支持针对IP网段/IP范围以共享和独占的方式根据特定的时间段进行 QoS策略配置，满足用户灵活的业务配置需求。企业级的安全防护* 内置专业的防火墙，可以防护外部多种专业的攻击手段，如：ARP攻击、端口扫描等等。* 支持ARP防伪认证功能，可以有效地避免内部PC中毒后引起的网络中断，有效保障上网体验。售后无忧* 智能云维护，一键在线升级，专业微信客服，24小时贴心服务。,工业自动化
793,MES,工业软件与平台
794,MES，WMS，TMS，订单管理,工业软件与平台
795,天融信昆仑系列数据库审计系统天融信昆仑系列数据库审计系统共有TA-DB（ZX-A）V3一款型号。天融信昆仑系列数据库审计系统是基于国产化硬件平台和国产操作系统自主设计开发的网络安全产品，全面支持达梦、南大通用、DB2、SqlServer、Oracle、Cache等数据库的精准解析。系统采用旁路方式部署，技术领先、资质齐全，客户覆盖政府、能源、电信、军工等各行各业，是规范数据库操作行为、满足合规审计的最佳实践和技术措施。,安全
796,SR4B简介：轻量化设计，支持任意角度的安装紧凑型机身，采用中空结构手腕，线缆管路内置式设计作业精度高，多用于在有限的空间内进行精密短程移动高速低震动，动作灵活，生产率有效提升网络化控制系统，具有丰富的外部接口及扩展能力，易于集成。,智能装备
797,FANUC LR Mate200iD系列机器人FANUC LR Mate200iD系列机器人,智能装备
798,工控主机卫士博智工控主机卫士能够监控工控主机的进程状态、本地访问控制状态、USB端口状态，以白名单的技术方式，全方位地保护主机的资源使用，以及本地设备安全基线配置进行监控。根据白名单的配置，工控主机卫士会禁止非法进程的运行，禁止非法网络访问连接，禁止非法USB设备的接入，从而切断病毒和木马的传播与破坏路径,安全
799,智能流量仪表 超声波热量仪表智能流量仪表超声波热量仪表,智能装备
800,ZCC100H履带式起重机ZCC100H是中联重科全新开发的100吨级履带起重机，广泛应用于小型桥梁、钢筋笼、辅助吊装等各类施工领域。90吨级的价位100吨级的性能，投资回报率更高。1、起重能力强大：①大轨距履带底盘保证360°回转范围内卓越的整机稳定性，最大起重力矩为390t·m，固定副臂工况下最大起重量为12t。综合起重性能高于市场小100吨产品。②主臂最大长度为64m，主臂+固定副臂最大长度为52m+19m。2、运输及拆装优化：①最大部件运输3.0米，道路运输通过性好。②无需油缸即可人字架可自扳起，实现快速组装。③单个配重块重量不超过6.75t，小型辅助起重设备即可完成配重组装。3、备件易获取：采用国内知名品牌的成熟元器件，大部分零部件与中联重科其他吨位履带起重机通用，备件易获取，产品维护保养便捷。4、安全保护全面：标配力矩限制器、起升高度限位器、主臂角度限位器、钢丝绳过放保护装置、变幅卷扬棘轮锁定机构、防后倾装置、风速仪、航空警示灯、三色警示灯、液压系统溢流阀等一系列安全装置，保证整机作业安全。5、工况适当性强：①串联多路阀控液压系统，所有动作可复合，且动作间切换不减速。②可选配自由落钩卷扬，满足大部分基础施工要求。③一个按键即可实现主副钩工况的切换，更便捷。,智能装备
801,EH系列桁架机器人公司新开发的水平双轴结构机械手，适用于盘类、轮形等工件的机床上下料，特别适用于机床前、侧进出料和厂房高度有限的情况下使用。配合翻转、抽检、料道、料仓等功能设备实现生产自动化。,智能装备
802,敏捷协同管理系统，智能建造及智能制造全寿期数据管理平台,工业软件与平台
803,货架机器人AGV电子商务是互联网行业里最热门的领域，对于竞争最为激烈的B2C零售商们来说，供应链的管理能力逐渐成为是其核心竞争力。良性供应链管理的精髓就是通过预测消费者的需求，应用网络和信息化、智能化的处理设备，主动反应订单。这对传统交付中心交付效率提出了挑战，运用货架机器人这种自动化技术，能够移动货架和货品，将货品直接发往拣选员工，随后进行包装和发货，对提高仓库拣选效率，减少理货人员，真正实现仓储自动化。新松研发的货架机器人实际上就是适应“拆零拣选”中“货到人”拣选技术一种新的尝试，在计算机系统的控制下，利用AGV的快速搬运，把货物载体送到拣选人员面前，并设置DPS电子标签辅助拣选系统，从而完成整个拆零拣选。“货到人”拣选可以按单拣选，也可以提总拣选。其拣选速度不仅取决于AGV的总体能力，也取决于计算机系统的调度能力。“货到人”拣选技术对计算机系统、AGV系统要求不是很高，具有广泛的适应性、较高的拣选效率和准确性、较低的劳动强度，必将在未来配送中心拆零拣选中被广泛采用。,智能装备
804,物流工业互联网平台,工业软件与平台
805,电子散粮秤LCS-120T▲流线型主机与电控箱全密封设计(无粉尘)、双层结构计量稳定、▲进料及计量机构采用耐磨损进口不锈钢材料，使用寿命长。▲机控合一整洁流畅。▲预留RS232/485串行口，可与外围管理系统进行数据通讯。▲可选配打印机，打印出生产产量等信息。,智能装备
806,"天融信风险探知系统天融信根据多年在网络安全领域所取得的研究成果推出风险探知系统,采用各种主动探知技术,依托数据分析建模,结合各种安全情报机制,帮助客户全面、准确掌握自己的所辖网络中资产、应用的基本情况和安全状态。系统构建基于主动防御思想构建的网络风险探知系统,能够帮助客户实时了解目标网络中实时在线资产和Web应用的类型、操作系统版本、运行的服务、存在的漏洞等信息,构建准确的全网资产基础信息库、实时评估网络安全风险,验证重要风险点并评估其影响范围,有效提升网络安全保障能力。",安全
807,"史陶比尔TX250 喷涂机器人TX250 paint 喷涂机器人TX250 paint系列机器人性能卓越。得益于更好的过程控制 (PaintiXen高级软件可以控制任何喷涂参数)，它在节省喷漆和溶剂 (通过提升30 ％的传输速率)，提高轨迹品质，提升高柔性以实现复杂及不规则几何形状的零件，增加产量等方面的表现出类拔萃。 特点 优势中空手腕 所有的喷涂设备都可以安装在手臂中。降低污染风险。多用途 用于塑料，木制品和金属件的喷涂，底漆，面漆和光漆的喷涂，同时适用于溶剂，水和粉末喷涂。认证 正在申请中: 美国 (FM-CSA), 欧洲 (CE)和日本 (TIIS)PaintiXen 喷涂软件 软件简化了机器人的操作，用于常规水基和粉末喷涂应用或静电应用的编程。仿真 可利用仿真来选定机器人型号，位置，周期时间和预测可能的碰撞。保护罩 可以在前臂上套上一个保护罩作为附加保护。技术参数型号 TX250 paint 最大负载*10 kg额定负载 5 kg 前臂负载 8 kg 最大水平工作行程 2550,20 mm 自由度 6 工作地区:正在申请:欧洲 (Cenelec)美国 (cCSAus)日本 (TIIS)手臂安装方式 置地式 / 置顶式史陶比尔CS8系列控制器 CS8C",智能装备
808,双轨道双工位光检机采用机器视觉对IC产品进行2D和3D检测的专门设备，从而替代人工对产品的外观检测，提高生产效率，保证产品品质。采用堆栈式料管供料、手动插管收料和自动收料。为提高设备产能，我们设计成双轨道双工位检测，产能成倍增长。,智能装备
809,FANUC M-900iA系列机器人FANUC M-900iA系列机器人,智能装备
810,达索PLM软件实施服务,工业软件与平台
811,CloudEngine S5732-H系列多速率交换机CloudEngine S5732-H系列下一代多速率以太网交换机，提供24口，48口款型，上行4个25GE及2个40GE，或2个100GE端口，支持一个扩展卡插槽。CloudEngine S5732-H系列交换机是华为公司推出的新一代多速率交换机，基于华为公司统一的VRP（Versatile Routing Platform）软件平台，具备有线无线深度融合能力，支持随板AC，最多可管理1K AP；具备业务随行能力，提供一致的用户体验，整机可最大提供48个全万兆多速率端口，是Wi-Fi 6时代WLAN AP接入交换机的最佳选择。,工业自动化
812,H3C S6820系列数据中心交换机H3C S6820系列交换机是H3C公司面向云数据中心和高端园区开发的高密度智能100G交换机，具备强大的硬件转发能力和丰富的数据中心业务特性。支持最多32个100G QSFP28端口，支持2个1G带外管理网口(光电各一个)；每个100G端口可以支持100G、40G自适应，可以支持一分四，从而最多达到128个25GE、10GE端口；支持可插拨电源，支持可插拨风扇，风扇方向灵活调整。S6820系列定位于云数据中心及云计算网络中的高密100GE或40GE汇聚交换，也可用于Overlay网络或融合网络中的TOR架顶接入交换机。H3C S6820系列智慧交换机目前包含以下型号：H3C S6820-32H：32个100G QSFP28以太网端口，2个1G/10G SFP+端口，6个风扇插槽，2个带外管理网口及1个Mini USB、1个USB接口，支持可插拔650W交流或直流1+1备份电源。H3C S6820-56HF：48个25G SFP28以太网端口，8个100G QSFP28以太网端口，2个1G SFP端口,工业自动化
813,云签名服务器云签名服务器是部署在云端提供签名密码服务的软硬件一体化设备。云签名服务器能够以远程调用的方式提供签名验签密码服务，并支持采用协同密钥机制解决移动互联网环境下密钥运算的安全问题，配合智能终端安全密码模块，在开放的移动环境中实现安全可信的身份认证功能和数字签名功能。,安全
814,工业防火墙安加互联智能工业防火墙是基于机器学习引擎技术开发的，集防火墙、入侵检测、行为管理、漏洞匹配、VPN等功能于一体的下一代高性能智能工业防火墙，广泛应用于严苛的工业环境，适应工业场景，加强工业互联网安全防护。,安全
815,全自动封装线全自动封装线功能概述 本设备适用于软包装锂电芯全自动封装。主要具有自动冲壳，自动裁切，壳体自动入转盘，裸电芯自动入壳体，顶封，侧封，角位封，绝缘测试，喷码，扫码等功能。技术特点：● 料卷自动纠偏，铝膜自动浮辊张力控制● 伺服冲壳，深度可调● 电池左右角..,智能装备
816,ZXWM M920骨干OTN产品数据流量迅猛增长导致的带宽压力使得在骨干传输网中引入100G系统迫在眉睫。另一方面，从技术演进的历程来看，WDM技术继点到点波分、OTN之后，国内外主流运营商又提出了面向IP、智能化、绿色环保等更多更高的需求。所以，支持100G传输速率，并且能够融合OTN、控制平面、光层波长级交叉、以及L2交换等技术，成为了长途骨干网OTN设备的发展方向。ZXWM M920设备是中兴通讯推出的大容量、超长距的智能骨干网OTN产品，该设备应用了先进的传输技术与高度的集成技术，面向全IP化传输，全面支持OTN标准，支持GMPLS/WASON控制平面的加载，应用于国际、国家、省际、省内干线，本地交换网以及各种专网的建设。,工业自动化
817,"MES、SCADA, PCB设计与制造",工业软件与平台
818,卓朗下一代防火墙Troila 5000系列下一代防火墙提供完全集成的多层解决方案，可在不影响性能的情况下提供最大的安全性。这些网关为要求苛刻的中小型企业网络提供最先进的威胁防御安全性。,安全
819,虚拟现实技术工业应用,工业软件与平台
820,安天追影威胁分析系统追影产品通过安天下一代威胁检测引擎和海量白名单等机制可直接对已知威胁进行精准识别；追影采用动静结合的鉴定方式，配合独有的智能学习功能，可对文档文件、可执行文件、URL等对象，进行格式识别解析、Shellcode发现、堆喷射检测、字符串信息提取、漏洞检测以及对文件数字证书、来源、元数据等进行拆解分析；针对可动态执行的文件，监控并记录其远程线程插入、文件操作、注册表操作、驱动加载、网络通信访问、系统文件的修改以及网络访问等行为，可有效检出各类已知威胁与未知威胁，尤其对基于格式文档的0day漏洞攻击具备优秀的检出能力；同时，结合强大的自学习能力以及关联分析能力，追影又可不断更新鉴定结果，在提高文件检测率的同时保证文件鉴定的准确率，从而帮助客户掌握网络安全状况，提高网络安全防护能力。,安全
821,CAE工程咨询、CAE专用软件定制开发服务,工业软件与平台
822,NCVM测试仪真空电镀测试仪，NCVM测试仪利用网络分析仪进行NCVM导电件的导电性测试。待测产品在流水线自动流经本测试仪，如有不良品经过，本测试仪自动报警，发出‘Bi Bi’声，不良品被自动拣出。降低人员成本，提高生产效率。,智能装备
823,PS-1523系列门磁开关,安全
824,石化企业智能工厂和数字化解决方案,工业软件与平台
825,RT100越野轮胎起重机中联重科RT100是全球顶级配置，综合起重性能最优的5节U形臂越野轮胎起重机，具有轮距宽、稳定性好、轴距短、转弯半径小，适合于狭窄的作业场所等优点。轮胎式起重机可360°回转作业，并可不伸支腿以及带载行驶作业。最大额定总起重量100T（起重幅度为3m时），主臂最大起升高度约45.6m；最大行驶速度21km/h，具有越野行驶，两轮（前轮/后轮）、四轮与蟹行转向四种转向控制方式，起重作业带载行驶等特点；整车外形尺寸为14247 mm×3620mm×3960mm，总重为65t。U形横截面吊臂，拥有多项专利技术。该产品广泛用于建筑工地、野外油田、仓库、货场、物流基地等场所的重物起吊作业、短距离转移以及狭窄场地吊运行驶作业。1、5节43mU形主臂，2节 18.5m副臂，最大起升高度63m；2、综合起重能力优于行业产品，全伸臂最大起重量9.7t；3、整车配置4×4四轮驱动、四轮转向的底盘，采用全液压动力转向系统，具有前轮转向、四轮转向、蟹行等多种转向模式；4、整车底盘离地间隙较大，接近角、离去角大，转弯半径小，越野通过性强；5、具备超强带载行驶作业能力，最大带载行驶重量31.6t；6、驾驶室和操作室合二为一，全方位起重作业，先进的总线控制系统、故障和安全声光报警装置，实时保证作业的安全高效；7、采用减震悬浮式座椅，可根据体型调节合适位置，最大限度减轻驾驶员的疲劳强度，提高作业效率。最大满足客户需求的人机工程；8、成熟可靠的配套件组合配置，以行业同级别产品90%的运营成本获得超过10%的高作业性能。9、进口Greer力矩限制器，精度高，可靠性高，带自诊断功能10、高配置：进口QSC8.3康明斯发动机，进口DANA变速箱、美国AxleTech驱动桥 。,智能装备
826,网络审计系统（互联网审计型）-网站网御网络审计系统(互联网审计型)，能够通过先进的实名上网等技术手段对上网人员进行行为监控和内容合规细粒度审计；能有效监管上网人员利用工作时间娱乐、购物、聊天、进行P2P下载、在线游戏等无序上网行为。在加强机构内外部网络信息控制监管的同时，产品可为避免相关信息外泄及事后的追溯取证提供保障。三、核心功能 实名制上网应用独特的三层交换环境下的MAC地址探测技术，即使是在三层交换网络环境中也能够准确获取终端用户的真实MAC地址；通过IP+MAC地址绑定认证、本地Web认证、AD域认证、LDAP认证、USB KEY身份认证、刷卡认证、和白名单免监控管理等多种对象识别技术，可以实现对组织机构内部数量庞大的用户身份精准识别。广泛支持各种网络应用网御网络审计系统支持全面的行为审计、内容审计及行为控制功能，同时支持数据库审计、运维操作审计功能，广泛支持目前常见的各种网络应用：对于常用的HTTP协议，除支持网页浏览（HTTP GET）审计外还全面支持各种网页提交（HTTP POST）类应用的审计，其中POST应用可细分为WEBMAIL、WEBBBS、WEBCHAT（聊天）、WEB登录等上网行为，对基于HTTPS加密协议的网页浏览行为也将记录除域名地址之外的所有关键数据； 除常用的网页浏览和电子邮件应用外全面支持当前常见网络应用的审计包括：文件传输、即时通讯、P2P下载、流媒体、在线游戏、财经证券等应用；在旁路部署模式下可实现较强的网络行为控制功能，包括对网页浏览、电子邮件服务器、即时通讯、P2P下载、流媒体、在线游戏等应用的控制。灵活的黑白名单功能为了使审计策略更加灵活、精准，网御网络审计系统采用了黑白名单的机制，大大降低了审计策略的复杂程度，同时也减轻了管理人员的工作量。丰富直观的报表系统根据历史审计日志数据进行统计，可产生丰富详细和直观的报表，包括分组上网排名、人员上网排名、网络应用统计、访问资源统计、趋势分析、自定义报表等。能够从上网对象、时间、分类、目标等多个维度对网络活动进行查询分析，并以柱状图、饼图、曲线图、折线图等形式来体现排名、结构、趋势等上网概况，使管理者对所掌握的数据有清晰直观的认识。报表可以以EXCEL、PDF、WORD、HTML等形式导出保存，并支持自定义的周期性报表自动生成和订阅。四、产品优势 定制操作系统网御网络审计产品的操作系统基于网御VSP安全平台，基于先进的体系结构设计，具有高效、智能、安全、健壮、易扩展等特点，是一个高效和高度安全的操作系统。此外，采用特有的文件系统，使系统能抵御突然掉电等物理灾害造成的对系统的损害。专用网络设备驱动网御网络审计系统通过硬件，软件两种方法来提高网卡的性能：一、采用基于INTEL架构的网卡，速度快且稳定。二、开发专用的驱动程序，减少数据在网卡驱动不同模块间的传递环节，使数据通过DMA的方式直接传递给应用程序空间，减少CPU的参与，与及数据拷贝的次数，提高处理速度。 先进的多路捕包技术，四路同时捕包网御网络审计系统采用业界领先的多路并行捕包技术，单台设备最多支持高达4路数据的并行捕获与分析，为在复杂环境下的灵活部署，提供先进的技术保障，也提高了审计数据的准确度。IPv6协议支持网御网络审计系统在国内率先实现了对IPV6的支持，并同时能够兼容IPV4，为目前已经应用IPV6的单位和即将应用IPV6的单位提供了及时的应对方案。五、典型应用 网御网络审计系统采用旁路部署方式，全面支持电口镜像与分路、光口的镜像与分光等多种线路部署方式，在复杂网络环境下的部署游刃有余，运用自如。对于单台设备无法处理的超大流量环境或含有分支机构的分布式环境，系统支持高扩展性的多台设备分布式部署方案，通过多台设备对超大的流量或各分支机构分而治之，又由统一的管理平台实现对整个网络的透明、统一的管理。常规部署,安全
827,"FPM-221WFPM-221W是一款全面触摸屏宽屏工业显示器。具有P-CAP 10点触控和铝合金前面板, 防护等级IP66。FPM-221W专为工业环境直观操作设计，如智能工厂及机器自动化等应用。",工业自动化
828,CloudEngine S5731-H系列交换机CloudEngine S5731-H系列交换机是华为公司全新研发的增强型千兆接入交换机，可以提供全千兆电口接入及固定万兆上行端口，并预留1个扩展插卡插槽。CloudEngine S5731-H系列交换机具备有线无线深度融合能力，支持随板AC，最多可管理1K AP；具备业务随行能力，提供一致的用户体验；具备VxLAN能力，支持网络虚拟化功能，满足园区网络一网多用的需求；同时，该系列交换机内置安全探针，支持异常流量检测、加密流量的威胁分析，以及全网威胁诱捕等功能，是大中型高端品质园区网分支、小型园区网核心以及数据中心接入的最佳选择。,工业自动化
829,AI-NR10（T）AI-NR10（T）是一款智慧交通5G模组，应用于V2X领域。同时支持5G/4G/3G多种制式，超宽工作温度范围 -40～85℃，高精度定位支持，支持SA和NSA两种组网方式。,工业自动化
830,MES，数据采集，非标企业管理软件，质量管理系统，工业PASS平台,工业软件与平台
831,亚信安全高级威胁回溯分析系统【TRA】亚信安全威胁回溯系统是一个集成大容量存储的高性能数据包采集与智能分析软硬件一体化平台，凭借其大容量存储能力，存储超过6个月的网络全流量，为网络回溯取证提供依据。TRA可以分布式部署在网络的关键节点，对物理网络和云网络做全流量采集分析；亦可以以关键应用为目标，定向收集网络流量，实现对应用的网络访问性能、系统访问性能、应用相应性能等关键性指标的智能分析。TRA具备对长期网络通信数据进行数据挖掘和回溯分析的能力（与TDA、UAP联动）来实现对核心业务系统中的异常事件的实时侦测及快速响应，提升核心业务系统的运行保障能力及问题处置效率,安全
832,MT3620WF-M620-RSC1 IoT模块基于联发科技MT3620AN方案设计，这是一种高度集成的单芯片三核WIFI MCU，旨在满足现代功能强大的互联网连接设备的需求。它利用MicrosoftAzureSphere安全架构提供了前所未有的安全级别，为连接的设备制造商提供安全性。在设备的生命周期中，AzureSphere系统提供设备身份验证和证明，支持远程无线软件更新，以在面对不断发展的攻击时保持安全性，并自动进行错误日志记录和报告。,工业自动化
833,山石智·源-智能安全运营系统山石智·源-智能安全运营系统是全息数据驱动的AI分析运营系统，由分析平台与丰富的探针共同构成，可为各行业客户提供网络威胁分析、态势呈现与溯源等功能，解决客户监控盲区，潜在安全隐患、运维低效等问题。智·源具备全息数据采集的能力，通过多种类型的数据探针采集数据，基于海量网络流量、威胁事件和终端日志等进行智能数据挖掘及分析，呈现全局网络安全及威胁态势。,安全
834,锂动力电池自动化线极板滚压分切机主要针对镍氢、锂离子超薄电池极板等材料增加质密度连续轧制生产的技术要求研制而成。由极板卷料自动开卷单元、滚压机、滚压机间行进纠偏单元、左右分切单元、极板左右卷料自动收卷、张力控制系统与实时动态纠偏系统、自动控制与操作面板系统组成。,工业自动化
835,WebOP-3100T研华推出全新基于RISC处理器可编程人机界面产品WebOP-3100T以符合自动化市场严格标准。WebOP-3100T采用10寸WSVGA工业触摸屏，搭配的德州仪器（TI）最新Cortex-A8处理器，不仅可提供高速的运算效能、也是一款低耗能的芯片。研华WebOP-3000T系列提供从4.3寸到15寸多尺寸范围的LCD，满足各种PLC的应用需求，可与各种不同运动控制器/热控制器/逆变器和传感器等设备进行连接使用。同时，为进一步强化硬件规格，该系列产品采用宽温设计以满足恶劣环境下顺畅运行。内置微软WinCE 6.0操作系统并搭配研华WebOP Designer组态软件，确保控制面板与操作系统无缝相连，便于工作人员灵活操作。,工业自动化
836,经销商管理经销商管理平台,工业自动化
837,NCVM测试仪真空电镀测试仪，NCVM测试仪 利用网络分析仪进行NCVM导电件的导电性测试。待测产品在流水线自动流经本测试仪，如有不良品经过，本测试仪自动报警，发出‘Bi Bi’声，不良品被自动拣出。降低人员成本，提高生产效率。,智能装备
838,安全电子公文处理系统安全电子公文处理系统应用于省、市、县各级党政机关，包含收文处理、发文处理、模板管理、流程管控、公文查询、接口服务几部分，具有公文起草、审核、会签、签发、套红、签章、发文以及收文登记、拟办、批示、阅办、承办、催办、答复、归档、销毁等功能。主要解决用户对电子公文处理的规范化、流程化、信息化的要求。,安全
839,SP1201风电变电箱温湿度监控器SP1201风电变电箱温湿度监控器可以测量变压器的油温和箱变内部的温湿度，数码管显示温湿度值，当油温过高时，自动启动风机、超温报警、跳闸；当箱变环境湿度接近凝露时，自动启动加热器进行除湿。,安全
840,TPC-651T研华TPC-651T瘦客户端平板电脑采用低功耗嵌入式英特尔®Atom™e3827 1.75 GHz双核处理器、以及最高达4G DDR3L内存，具有紧凑、无风扇的特点。TPC-651T装配了具有IP66防水等级的5.7寸/6.5寸全平面5线电阻触摸屏，支持- 20 ~ 60°C宽工作温度，并采用铝合金前面板设计，耐久性更强。TPC-651T可完美兼容全尺寸mini-PCIe卡，满足各种自动化应用的需求。通过mini-PCIe卡插槽，TPC-651T可与研华iDoor模块相互搭配实现对I/O端口、隔离数字I/O、现场总线协议、3G / GPS / GPRS / WiFi通信和电池备份MRAM等功能的丰富扩展。,工业自动化
841,"MES, WMS, 开源MES开发平台，数字孪生应用",工业软件与平台
